3	6790.40000
5	11958.40000
7	17438.80000
9	23396.00000
11	29315.20000
13	34859.40000
15	40710.40000
17	46625.40000
19	52979.40000
21	59072.60000
23	67089.60000
25	70526.40000
27	75954.60000
29	81473.00000
31	86889.00000
33	93888.00000
35	100530.60000
37	107012.60000
39	113613.20000
41	120193.40000
43	125361.20000
45	131222.20000
47	137045.20000
49	142942.00000
