3	4045.60000
5	5217.80000
7	8021.20000
9	10920.60000
11	13589.40000
13	16483.20000
15	19841.00000
17	22945.00000
19	25696.00000
21	28531.60000
23	31404.80000
25	34260.00000
27	37448.20000
29	40810.60000
31	44591.60000
33	47985.80000
35	52831.20000
37	53730.60000
39	56560.20000
41	59485.80000
43	62381.00000
45	65388.60000
47	68055.60000
49	71035.20000
